epoch: 0	train ppl: 387.3577214948281	val ppl: 283.23144995317097	best val: 283.23144995317097	time (s) spent in epoch: 247.67592358589172
epoch: 1	train ppl: 192.46768785191566	val ppl: 200.8773340276522	best val: 200.8773340276522	time (s) spent in epoch: 249.9253213405609
epoch: 2	train ppl: 143.22211349817323	val ppl: 169.45517173896533	best val: 169.45517173896533	time (s) spent in epoch: 250.26163458824158
epoch: 3	train ppl: 117.00062171281033	val ppl: 167.53518759974313	best val: 167.53518759974313	time (s) spent in epoch: 247.9019958972931
epoch: 4	train ppl: 99.61529214924086	val ppl: 161.56225116866636	best val: 161.56225116866636	time (s) spent in epoch: 249.04286909103394
epoch: 5	train ppl: 86.96927001097708	val ppl: 161.9866373672308	best val: 161.56225116866636	time (s) spent in epoch: 236.99328684806824
epoch: 6	train ppl: 77.02642173199676	val ppl: 165.7103945831537	best val: 161.56225116866636	time (s) spent in epoch: 233.87979984283447
epoch: 7	train ppl: 68.97837920373507	val ppl: 178.32462423582558	best val: 161.56225116866636	time (s) spent in epoch: 233.4526264667511
epoch: 8	train ppl: 61.91161163265432	val ppl: 181.78395481383052	best val: 161.56225116866636	time (s) spent in epoch: 233.15895676612854
epoch: 9	train ppl: 56.03954205482681	val ppl: 181.74406183278734	best val: 161.56225116866636	time (s) spent in epoch: 233.19331431388855
epoch: 10	train ppl: 50.97474956859215	val ppl: 191.28439169981465	best val: 161.56225116866636	time (s) spent in epoch: 235.9125053882599
