epoch: 0	train ppl: 564.307754586082	val ppl: 259.21249826102746	best val: 259.21249826102746	time (s) spent in epoch: 48.65455722808838
epoch: 1	train ppl: 178.44556692873488	val ppl: 160.7122038194217	best val: 160.7122038194217	time (s) spent in epoch: 48.88516283035278
epoch: 2	train ppl: 110.82283037082219	val ppl: 136.58460202439267	best val: 136.58460202439267	time (s) spent in epoch: 49.03606343269348
epoch: 3	train ppl: 80.5902643311619	val ppl: 128.9016980386311	best val: 128.9016980386311	time (s) spent in epoch: 49.03419470787048
epoch: 4	train ppl: 62.251477906964425	val ppl: 127.89477154680397	best val: 127.89477154680397	time (s) spent in epoch: 48.98411250114441
epoch: 5	train ppl: 49.85012629323409	val ppl: 130.52905681019058	best val: 127.89477154680397	time (s) spent in epoch: 48.72473430633545
epoch: 6	train ppl: 40.91105568586606	val ppl: 139.30903203417037	best val: 127.89477154680397	time (s) spent in epoch: 48.736796140670776
epoch: 7	train ppl: 34.12860435253647	val ppl: 147.84893230238745	best val: 127.89477154680397	time (s) spent in epoch: 48.75628209114075
epoch: 8	train ppl: 28.804082892747633	val ppl: 161.84548351134507	best val: 127.89477154680397	time (s) spent in epoch: 48.75000810623169
epoch: 9	train ppl: 24.750879486406035	val ppl: 178.09546673326042	best val: 127.89477154680397	time (s) spent in epoch: 48.77392911911011
epoch: 10	train ppl: 21.42108885401903	val ppl: 196.47256894764078	best val: 127.89477154680397	time (s) spent in epoch: 48.745357513427734
epoch: 11	train ppl: 18.693513371801	val ppl: 216.40244694792423	best val: 127.89477154680397	time (s) spent in epoch: 48.71807813644409
epoch: 12	train ppl: 16.426773188783137	val ppl: 238.61846924411813	best val: 127.89477154680397	time (s) spent in epoch: 48.76464366912842
epoch: 13	train ppl: 14.649617091188047	val ppl: 265.2649913799318	best val: 127.89477154680397	time (s) spent in epoch: 48.763115882873535
epoch: 14	train ppl: 13.181739629259882	val ppl: 293.07836904696154	best val: 127.89477154680397	time (s) spent in epoch: 48.71841788291931
epoch: 15	train ppl: 11.93185508080838	val ppl: 322.6651644031494	best val: 127.89477154680397	time (s) spent in epoch: 48.69652271270752
epoch: 16	train ppl: 10.895690076319038	val ppl: 357.1689855651174	best val: 127.89477154680397	time (s) spent in epoch: 48.6831169128418
epoch: 17	train ppl: 10.020534909606233	val ppl: 394.71515838163003	best val: 127.89477154680397	time (s) spent in epoch: 48.62458896636963
epoch: 18	train ppl: 9.316339433885132	val ppl: 433.87314104670827	best val: 127.89477154680397	time (s) spent in epoch: 48.578680753707886
epoch: 19	train ppl: 8.69907156058947	val ppl: 473.78039095573683	best val: 127.89477154680397	time (s) spent in epoch: 48.63945174217224
epoch: 20	train ppl: 8.169817671349678	val ppl: 517.2089941062754	best val: 127.89477154680397	time (s) spent in epoch: 48.69724178314209
epoch: 21	train ppl: 7.693338870777395	val ppl: 559.1536563594241	best val: 127.89477154680397	time (s) spent in epoch: 48.65785241127014
epoch: 22	train ppl: 7.270997300171773	val ppl: 613.213515796681	best val: 127.89477154680397	time (s) spent in epoch: 48.523218393325806
epoch: 23	train ppl: 6.909395874938212	val ppl: 658.2012442752723	best val: 127.89477154680397	time (s) spent in epoch: 48.558159828186035
epoch: 24	train ppl: 6.5847981249036645	val ppl: 714.8209345645442	best val: 127.89477154680397	time (s) spent in epoch: 48.612648010253906
epoch: 25	train ppl: 6.278885463073887	val ppl: 769.2208448934997	best val: 127.89477154680397	time (s) spent in epoch: 48.59243941307068
epoch: 26	train ppl: 5.999569611586051	val ppl: 835.919816970662	best val: 127.89477154680397	time (s) spent in epoch: 48.55815029144287
epoch: 27	train ppl: 5.7794165238787985	val ppl: 898.054186427327	best val: 127.89477154680397	time (s) spent in epoch: 48.552133321762085
epoch: 28	train ppl: 5.570934578796189	val ppl: 955.5146896343196	best val: 127.89477154680397	time (s) spent in epoch: 48.57689070701599
epoch: 29	train ppl: 5.39243349060754	val ppl: 1014.672448793355	best val: 127.89477154680397	time (s) spent in epoch: 48.59519362449646
epoch: 30	train ppl: 5.212446599751049	val ppl: 1085.4376619641841	best val: 127.89477154680397	time (s) spent in epoch: 48.51108169555664
epoch: 31	train ppl: 5.051313344835097	val ppl: 1159.686909541936	best val: 127.89477154680397	time (s) spent in epoch: 48.5054075717926
epoch: 32	train ppl: 4.90717188595005	val ppl: 1238.2673130887683	best val: 127.89477154680397	time (s) spent in epoch: 48.53025484085083
epoch: 33	train ppl: 4.779809004429277	val ppl: 1336.6442506375154	best val: 127.89477154680397	time (s) spent in epoch: 48.521509408950806
epoch: 34	train ppl: 4.65156488640388	val ppl: 1425.0387816938137	best val: 127.89477154680397	time (s) spent in epoch: 48.46642518043518
epoch: 35	train ppl: 4.5421024880381875	val ppl: 1505.5789289125566	best val: 127.89477154680397	time (s) spent in epoch: 48.48657751083374
epoch: 36	train ppl: 4.438126774717651	val ppl: 1612.957420915697	best val: 127.89477154680397	time (s) spent in epoch: 48.504960775375366
epoch: 37	train ppl: 4.3313321923422805	val ppl: 1692.1915051795197	best val: 127.89477154680397	time (s) spent in epoch: 48.4547553062439
epoch: 38	train ppl: 4.234314459023706	val ppl: 1805.4671359547096	best val: 127.89477154680397	time (s) spent in epoch: 48.52533435821533
epoch: 39	train ppl: 4.151918281933862	val ppl: 1895.274838719058	best val: 127.89477154680397	time (s) spent in epoch: 48.548707246780396
