epoch: 0	train ppl: 736.7896573665083	val ppl: 338.77499595733923	best val: 338.77499595733923	time (s) spent in epoch: 51.730883836746216
epoch: 1	train ppl: 281.842622469471	val ppl: 236.47148127102628	best val: 236.47148127102628	time (s) spent in epoch: 51.98945879936218
epoch: 2	train ppl: 209.21482583209374	val ppl: 198.68164316684332	best val: 198.68164316684332	time (s) spent in epoch: 52.04461145401001
epoch: 3	train ppl: 172.7521153649736	val ppl: 177.81651744302926	best val: 177.81651744302926	time (s) spent in epoch: 51.982123136520386
epoch: 4	train ppl: 149.47504005055245	val ppl: 163.67248193263023	best val: 163.67248193263023	time (s) spent in epoch: 51.97208547592163
epoch: 5	train ppl: 132.47285342558172	val ppl: 153.6737596222196	best val: 153.6737596222196	time (s) spent in epoch: 52.027015686035156
epoch: 6	train ppl: 119.01392435400157	val ppl: 146.3576506235383	best val: 146.3576506235383	time (s) spent in epoch: 52.04852080345154
epoch: 7	train ppl: 108.06071415489737	val ppl: 140.495371483	best val: 140.495371483	time (s) spent in epoch: 52.075462102890015
epoch: 8	train ppl: 98.88772450630378	val ppl: 136.06386655073277	best val: 136.06386655073277	time (s) spent in epoch: 52.062387466430664
epoch: 9	train ppl: 90.806494232908	val ppl: 132.7684149464447	best val: 132.7684149464447	time (s) spent in epoch: 52.02882266044617
epoch: 10	train ppl: 83.98493696985774	val ppl: 130.55523570957527	best val: 130.55523570957527	time (s) spent in epoch: 51.97613501548767
epoch: 11	train ppl: 77.99052414238632	val ppl: 128.85887318559116	best val: 128.85887318559116	time (s) spent in epoch: 52.05658555030823
epoch: 12	train ppl: 72.48875605176653	val ppl: 127.63513195329996	best val: 127.63513195329996	time (s) spent in epoch: 52.06108069419861
epoch: 13	train ppl: 67.69986644918733	val ppl: 127.11655559260605	best val: 127.11655559260605	time (s) spent in epoch: 52.061118602752686
epoch: 14	train ppl: 63.38346134255465	val ppl: 126.64164479738922	best val: 126.64164479738922	time (s) spent in epoch: 52.08990550041199
epoch: 15	train ppl: 59.35639750899121	val ppl: 127.29269269135273	best val: 126.64164479738922	time (s) spent in epoch: 51.75532341003418
epoch: 16	train ppl: 55.767978238816596	val ppl: 127.83113735967385	best val: 126.64164479738922	time (s) spent in epoch: 51.73013687133789
epoch: 17	train ppl: 52.42621041254093	val ppl: 128.6455296618141	best val: 126.64164479738922	time (s) spent in epoch: 51.77709364891052
epoch: 18	train ppl: 49.35791615071937	val ppl: 130.409569711846	best val: 126.64164479738922	time (s) spent in epoch: 51.766928911209106
epoch: 19	train ppl: 46.517960601581436	val ppl: 132.02161039926133	best val: 126.64164479738922	time (s) spent in epoch: 51.77679944038391
epoch: 20	train ppl: 43.94039540697153	val ppl: 134.06016171294655	best val: 126.64164479738922	time (s) spent in epoch: 51.7757830619812
epoch: 21	train ppl: 41.53777946685012	val ppl: 136.5006143884535	best val: 126.64164479738922	time (s) spent in epoch: 51.73234009742737
epoch: 22	train ppl: 39.266462212379075	val ppl: 139.64264810287784	best val: 126.64164479738922	time (s) spent in epoch: 51.743871212005615
epoch: 23	train ppl: 37.1460506856365	val ppl: 142.45556853963242	best val: 126.64164479738922	time (s) spent in epoch: 51.79032063484192
epoch: 24	train ppl: 35.214527066431664	val ppl: 145.358053823706	best val: 126.64164479738922	time (s) spent in epoch: 51.755298137664795
epoch: 25	train ppl: 33.348512200040766	val ppl: 148.81546733664965	best val: 126.64164479738922	time (s) spent in epoch: 51.76946496963501
epoch: 26	train ppl: 31.586567837411934	val ppl: 151.75396326775538	best val: 126.64164479738922	time (s) spent in epoch: 51.78397846221924
epoch: 27	train ppl: 30.038636573906842	val ppl: 155.8683866020094	best val: 126.64164479738922	time (s) spent in epoch: 51.744954109191895
epoch: 28	train ppl: 28.47565411549967	val ppl: 160.22382321084925	best val: 126.64164479738922	time (s) spent in epoch: 51.704304933547974
epoch: 29	train ppl: 27.03976188145571	val ppl: 164.219167311593	best val: 126.64164479738922	time (s) spent in epoch: 51.72441124916077
epoch: 30	train ppl: 25.700034788848168	val ppl: 168.58424493624625	best val: 126.64164479738922	time (s) spent in epoch: 51.68921732902527
epoch: 31	train ppl: 24.434060911294225	val ppl: 172.9841755896116	best val: 126.64164479738922	time (s) spent in epoch: 51.717077016830444
epoch: 32	train ppl: 23.277857102404102	val ppl: 178.99079653162983	best val: 126.64164479738922	time (s) spent in epoch: 51.72619366645813
epoch: 33	train ppl: 22.15099713117954	val ppl: 183.2428186951281	best val: 126.64164479738922	time (s) spent in epoch: 51.69664239883423
epoch: 34	train ppl: 21.09958968103142	val ppl: 188.7749537012767	best val: 126.64164479738922	time (s) spent in epoch: 51.671101808547974
epoch: 35	train ppl: 20.100459606217647	val ppl: 194.76266461859103	best val: 126.64164479738922	time (s) spent in epoch: 51.72691226005554
epoch: 36	train ppl: 19.1884522032462	val ppl: 202.08111570207402	best val: 126.64164479738922	time (s) spent in epoch: 51.7134690284729
epoch: 37	train ppl: 18.3020418829766	val ppl: 207.51991493536298	best val: 126.64164479738922	time (s) spent in epoch: 51.737284660339355
epoch: 38	train ppl: 17.449088730129205	val ppl: 215.41868541830178	best val: 126.64164479738922	time (s) spent in epoch: 51.735185861587524
epoch: 39	train ppl: 16.710757968266655	val ppl: 223.33132879365863	best val: 126.64164479738922	time (s) spent in epoch: 51.68613338470459
