epoch: 0	train ppl: 749.4067981749382	val ppl: 416.20392352149725	best val: 416.20392352149725	time (s) spent in epoch: 325.31397771835327
epoch: 1	train ppl: 440.14430743695027	val ppl: 299.8416725246895	best val: 299.8416725246895	time (s) spent in epoch: 326.2503995895386
epoch: 2	train ppl: 339.02436409332677	val ppl: 243.41293533286841	best val: 243.41293533286841	time (s) spent in epoch: 326.3420732021332
epoch: 3	train ppl: 281.11039696196576	val ppl: 212.20521943591967	best val: 212.20521943591967	time (s) spent in epoch: 325.79128909111023
epoch: 4	train ppl: 241.47520366109018	val ppl: 190.0743654594181	best val: 190.0743654594181	time (s) spent in epoch: 325.39119696617126
epoch: 5	train ppl: 212.1077979563581	val ppl: 174.0752566551465	best val: 174.0752566551465	time (s) spent in epoch: 322.3572633266449
epoch: 6	train ppl: 189.21065910203706	val ppl: 161.3972616845217	best val: 161.3972616845217	time (s) spent in epoch: 325.2817826271057
epoch: 7	train ppl: 170.5279921356926	val ppl: 150.8070625097322	best val: 150.8070625097322	time (s) spent in epoch: 327.68115305900574
epoch: 8	train ppl: 155.5648425878426	val ppl: 142.9762817903413	best val: 142.9762817903413	time (s) spent in epoch: 324.2561340332031
epoch: 9	train ppl: 142.41851573502572	val ppl: 137.14875800002125	best val: 137.14875800002125	time (s) spent in epoch: 325.28305292129517
epoch: 10	train ppl: 131.2878001539606	val ppl: 130.4052012759496	best val: 130.4052012759496	time (s) spent in epoch: 330.71719789505005
epoch: 11	train ppl: 121.47087377592173	val ppl: 128.17471800982284	best val: 128.17471800982284	time (s) spent in epoch: 324.02389669418335
epoch: 12	train ppl: 112.83774400880999	val ppl: 123.28880648751672	best val: 123.28880648751672	time (s) spent in epoch: 321.2861297130585
epoch: 13	train ppl: 105.1701706969222	val ppl: 121.2000092694676	best val: 121.2000092694676	time (s) spent in epoch: 327.2968499660492
epoch: 14	train ppl: 98.03207818367754	val ppl: 118.13730960434636	best val: 118.13730960434636	time (s) spent in epoch: 320.86474347114563
epoch: 15	train ppl: 91.78261128205719	val ppl: 116.2228134128404	best val: 116.2228134128404	time (s) spent in epoch: 322.4307715892792
epoch: 16	train ppl: 85.923181511785	val ppl: 113.87188261382516	best val: 113.87188261382516	time (s) spent in epoch: 324.8530492782593
epoch: 17	train ppl: 80.52292195890645	val ppl: 113.35617299771775	best val: 113.35617299771775	time (s) spent in epoch: 324.7764835357666
epoch: 18	train ppl: 75.6766904991888	val ppl: 113.6999023757247	best val: 113.35617299771775	time (s) spent in epoch: 330.45779752731323
epoch: 19	train ppl: 71.09729823130976	val ppl: 156.57271136528578	best val: 113.35617299771775	time (s) spent in epoch: 328.1499047279358
epoch: 20	train ppl: 66.93923006180194	val ppl: 112.5455084376694	best val: 112.5455084376694	time (s) spent in epoch: 324.0139112472534
epoch: 21	train ppl: 62.8720457103651	val ppl: 112.45525767717466	best val: 112.45525767717466	time (s) spent in epoch: 328.18862104415894
epoch: 22	train ppl: 59.20383813328532	val ppl: 112.96322317211273	best val: 112.45525767717466	time (s) spent in epoch: 324.68366980552673
epoch: 23	train ppl: 55.67000930824967	val ppl: 113.66768488035105	best val: 112.45525767717466	time (s) spent in epoch: 332.1873605251312
epoch: 24	train ppl: 52.26620356987408	val ppl: 114.83040231967396	best val: 112.45525767717466	time (s) spent in epoch: 324.6599304676056
epoch: 25	train ppl: 49.16646204819769	val ppl: 116.27760492685354	best val: 112.45525767717466	time (s) spent in epoch: 326.1489589214325
epoch: 26	train ppl: 46.25493047447157	val ppl: 118.95150049762721	best val: 112.45525767717466	time (s) spent in epoch: 324.76348900794983
epoch: 27	train ppl: 43.56222463274598	val ppl: 126.82803063817792	best val: 112.45525767717466	time (s) spent in epoch: 318.291787147522
epoch: 28	train ppl: 40.8720552108238	val ppl: 123.95070947439015	best val: 112.45525767717466	time (s) spent in epoch: 325.6464104652405
epoch: 29	train ppl: 38.514643432537284	val ppl: 123.62543009928717	best val: 112.45525767717466	time (s) spent in epoch: 326.8818356990814
epoch: 30	train ppl: 36.224487562071175	val ppl: 127.9120448209386	best val: 112.45525767717466	time (s) spent in epoch: 329.9250428676605
epoch: 31	train ppl: 34.03490946747315	val ppl: 128.71660211765592	best val: 112.45525767717466	time (s) spent in epoch: 325.665465593338
epoch: 32	train ppl: 32.01433029656278	val ppl: 131.4290085399081	best val: 112.45525767717466	time (s) spent in epoch: 327.4394955635071
epoch: 33	train ppl: 30.121278172565574	val ppl: 134.51571503626582	best val: 112.45525767717466	time (s) spent in epoch: 328.2696342468262
epoch: 34	train ppl: 28.32722400867484	val ppl: 137.26993724530917	best val: 112.45525767717466	time (s) spent in epoch: 322.82790207862854
epoch: 35	train ppl: 26.604257810667473	val ppl: 138.47012437516796	best val: 112.45525767717466	time (s) spent in epoch: 323.040602684021
epoch: 36	train ppl: 25.09731956828431	val ppl: 141.65232684440363	best val: 112.45525767717466	time (s) spent in epoch: 324.0651092529297
epoch: 37	train ppl: 23.514729979078076	val ppl: 141.67447629026725	best val: 112.45525767717466	time (s) spent in epoch: 328.90372681617737
epoch: 38	train ppl: 22.185293483952783	val ppl: 142.64087003302998	best val: 112.45525767717466	time (s) spent in epoch: 324.5269601345062
epoch: 39	train ppl: 20.784117352479072	val ppl: 144.38797184328746	best val: 112.45525767717466	time (s) spent in epoch: 291.2243068218231
