epoch: 0	train ppl: 600.6094138345153	val ppl: 340.31064170853705	best val: 340.31064170853705	time (s) spent in epoch: 310.9419882297516
epoch: 1	train ppl: 321.83161873131536	val ppl: 246.75512619457396	best val: 246.75512619457396	time (s) spent in epoch: 320.48311138153076
epoch: 2	train ppl: 254.56678704178447	val ppl: 211.81801984691754	best val: 211.81801984691754	time (s) spent in epoch: 327.41791105270386
epoch: 3	train ppl: 219.45100924086762	val ppl: 187.12335712394753	best val: 187.12335712394753	time (s) spent in epoch: 320.96377325057983
epoch: 4	train ppl: 197.48348606225514	val ppl: 173.31421006497825	best val: 173.31421006497825	time (s) spent in epoch: 319.6178894042969
epoch: 5	train ppl: 182.73365064314578	val ppl: 168.26728754351376	best val: 168.26728754351376	time (s) spent in epoch: 320.07749342918396
epoch: 6	train ppl: 172.23665386635105	val ppl: 158.57459818786117	best val: 158.57459818786117	time (s) spent in epoch: 315.4306092262268
epoch: 7	train ppl: 163.59428069180285	val ppl: 148.44539413387952	best val: 148.44539413387952	time (s) spent in epoch: 316.9046540260315
epoch: 8	train ppl: 157.74759138628193	val ppl: 152.89319865770722	best val: 148.44539413387952	time (s) spent in epoch: 317.75378918647766
epoch: 9	train ppl: 153.11218865434498	val ppl: 156.1577696348774	best val: 148.44539413387952	time (s) spent in epoch: 321.53176283836365
epoch: 10	train ppl: 148.9526846374066	val ppl: 146.6985133448264	best val: 146.6985133448264	time (s) spent in epoch: 318.9441571235657
epoch: 11	train ppl: 146.51441143277268	val ppl: 148.96352915417887	best val: 146.6985133448264	time (s) spent in epoch: 318.6674072742462
epoch: 12	train ppl: 143.64625226736297	val ppl: 157.12001890018016	best val: 146.6985133448264	time (s) spent in epoch: 319.71720910072327
epoch: 13	train ppl: 141.10769070211305	val ppl: 148.02119459044602	best val: 146.6985133448264	time (s) spent in epoch: 321.7283170223236
epoch: 14	train ppl: 139.28185516432512	val ppl: 150.32873157533578	best val: 146.6985133448264	time (s) spent in epoch: 318.3950047492981
epoch: 15	train ppl: 137.3884775153861	val ppl: 150.56583459083146	best val: 146.6985133448264	time (s) spent in epoch: 321.30478525161743
epoch: 16	train ppl: 135.76805678736997	val ppl: 147.4232376693638	best val: 146.6985133448264	time (s) spent in epoch: 319.3657946586609
epoch: 17	train ppl: 134.5984181976346	val ppl: 149.7429076832235	best val: 146.6985133448264	time (s) spent in epoch: 314.8492224216461
epoch: 18	train ppl: 133.12069950894545	val ppl: 146.7904794894415	best val: 146.6985133448264	time (s) spent in epoch: 319.35751938819885
epoch: 19	train ppl: 131.34106111465525	val ppl: 152.71709255556013	best val: 146.6985133448264	time (s) spent in epoch: 319.1275429725647
epoch: 20	train ppl: 130.38374047578714	val ppl: 155.34241483108627	best val: 146.6985133448264	time (s) spent in epoch: 321.2619438171387
epoch: 21	train ppl: 128.8348688690032	val ppl: 154.3993327872311	best val: 146.6985133448264	time (s) spent in epoch: 322.07104206085205
epoch: 22	train ppl: 128.20120147558333	val ppl: 161.7242387089362	best val: 146.6985133448264	time (s) spent in epoch: 317.3678958415985
epoch: 23	train ppl: 126.61486726581211	val ppl: 148.46473568148735	best val: 146.6985133448264	time (s) spent in epoch: 319.65933060646057
epoch: 24	train ppl: 124.83346408696056	val ppl: 155.89281482437443	best val: 146.6985133448264	time (s) spent in epoch: 320.00005292892456
epoch: 25	train ppl: 124.196787223314	val ppl: 161.58418819628608	best val: 146.6985133448264	time (s) spent in epoch: 320.3574960231781
epoch: 26	train ppl: 123.5925640279308	val ppl: 149.76666227935988	best val: 146.6985133448264	time (s) spent in epoch: 319.8987367153168
epoch: 27	train ppl: 122.21845813615269	val ppl: 156.27368587641172	best val: 146.6985133448264	time (s) spent in epoch: 323.7801294326782
epoch: 28	train ppl: 121.7836406045164	val ppl: 156.63034787251613	best val: 146.6985133448264	time (s) spent in epoch: 321.9279947280884
epoch: 29	train ppl: 120.8416218181503	val ppl: 151.55646750225478	best val: 146.6985133448264	time (s) spent in epoch: 319.7384238243103
epoch: 30	train ppl: 119.60145949895913	val ppl: 156.1523056506836	best val: 146.6985133448264	time (s) spent in epoch: 324.7070279121399
epoch: 31	train ppl: 118.96139588643838	val ppl: 159.55242185441443	best val: 146.6985133448264	time (s) spent in epoch: 320.0030560493469
epoch: 32	train ppl: 118.19751275875433	val ppl: 154.0917803582016	best val: 146.6985133448264	time (s) spent in epoch: 325.9860610961914
epoch: 33	train ppl: 117.53095139363083	val ppl: 156.76566190782418	best val: 146.6985133448264	time (s) spent in epoch: 323.0451850891113
epoch: 34	train ppl: 116.58522723517497	val ppl: 153.11565649753996	best val: 146.6985133448264	time (s) spent in epoch: 317.23901867866516
epoch: 35	train ppl: 116.25567255847119	val ppl: 159.63214879557802	best val: 146.6985133448264	time (s) spent in epoch: 321.49603247642517
epoch: 36	train ppl: 115.59356039755181	val ppl: 173.60946958937174	best val: 146.6985133448264	time (s) spent in epoch: 322.70512294769287
epoch: 37	train ppl: 114.72268894034083	val ppl: 160.78423870957056	best val: 146.6985133448264	time (s) spent in epoch: 319.029771566391
epoch: 38	train ppl: 114.14345538208356	val ppl: 162.49626592387006	best val: 146.6985133448264	time (s) spent in epoch: 317.4262764453888
epoch: 39	train ppl: 113.8739335684831	val ppl: 162.3143764638018	best val: 146.6985133448264	time (s) spent in epoch: 319.84806871414185
