epoch: 0	train ppl: 443.0753035299036	val ppl: 241.29443246612917	best val: 241.29443246612917	time (s) spent in epoch: 313.97657108306885
epoch: 1	train ppl: 226.46835351025888	val ppl: 181.27420689467968	best val: 181.27420689467968	time (s) spent in epoch: 312.01139783859253
epoch: 2	train ppl: 171.33935468006365	val ppl: 153.12172906663278	best val: 153.12172906663278	time (s) spent in epoch: 314.5818212032318
epoch: 3	train ppl: 140.58729584184786	val ppl: 136.92198044012844	best val: 136.92198044012844	time (s) spent in epoch: 311.48634147644043
epoch: 4	train ppl: 120.07285701649776	val ppl: 125.93112897776732	best val: 125.93112897776732	time (s) spent in epoch: 312.9628472328186
epoch: 5	train ppl: 104.64117832522138	val ppl: 176.99822582352695	best val: 125.93112897776732	time (s) spent in epoch: 312.05267095565796
epoch: 6	train ppl: 94.46201820988948	val ppl: 114.16023672378682	best val: 114.16023672378682	time (s) spent in epoch: 315.3240475654602
epoch: 7	train ppl: 83.43013104089941	val ppl: 179.88723190308977	best val: 114.16023672378682	time (s) spent in epoch: 315.5763638019562
epoch: 8	train ppl: 76.25316740631736	val ppl: 211.5735815092994	best val: 114.16023672378682	time (s) spent in epoch: 315.75831389427185
epoch: 9	train ppl: 69.35483264006403	val ppl: 107.23398468834426	best val: 107.23398468834426	time (s) spent in epoch: 314.00512742996216
epoch: 10	train ppl: 63.745172380229484	val ppl: 106.06154697051137	best val: 106.06154697051137	time (s) spent in epoch: 314.79050731658936
epoch: 11	train ppl: 58.89114341538078	val ppl: 105.68505547196882	best val: 105.68505547196882	time (s) spent in epoch: 311.88576889038086
epoch: 12	train ppl: 54.62196601441359	val ppl: 105.797981340176	best val: 105.68505547196882	time (s) spent in epoch: 310.05616331100464
epoch: 13	train ppl: 50.783028127322716	val ppl: 107.65166168117415	best val: 105.68505547196882	time (s) spent in epoch: 316.7699992656708
epoch: 14	train ppl: 47.43076049729708	val ppl: 143.86813776787994	best val: 105.68505547196882	time (s) spent in epoch: 316.06111192703247
epoch: 15	train ppl: 44.33899540583945	val ppl: 147.16495044007232	best val: 105.68505547196882	time (s) spent in epoch: 313.5632028579712
epoch: 16	train ppl: 41.57578906562493	val ppl: 207.61674709383723	best val: 105.68505547196882	time (s) spent in epoch: 313.52889132499695
epoch: 17	train ppl: 39.098463161269216	val ppl: 149.9980381890402	best val: 105.68505547196882	time (s) spent in epoch: 314.63422656059265
epoch: 18	train ppl: 36.76495473254125	val ppl: 263.00960386940795	best val: 105.68505547196882	time (s) spent in epoch: 311.62100529670715
epoch: 19	train ppl: 34.674506997462515	val ppl: 155.55460744423146	best val: 105.68505547196882	time (s) spent in epoch: 313.1158936023712
epoch: 20	train ppl: 32.70305944969638	val ppl: 233.05042352342494	best val: 105.68505547196882	time (s) spent in epoch: 311.8735656738281
epoch: 21	train ppl: 31.018560110176015	val ppl: 116.82794444042493	best val: 105.68505547196882	time (s) spent in epoch: 314.7201509475708
epoch: 22	train ppl: 29.31633868047126	val ppl: 119.04873862193537	best val: 105.68505547196882	time (s) spent in epoch: 313.9228346347809
epoch: 23	train ppl: 27.736529808300084	val ppl: 140.47810343670008	best val: 105.68505547196882	time (s) spent in epoch: 315.78807163238525
epoch: 24	train ppl: 26.35669240236162	val ppl: 167.62501836034417	best val: 105.68505547196882	time (s) spent in epoch: 316.5481185913086
epoch: 25	train ppl: 25.02406253527229	val ppl: 146.79144475913492	best val: 105.68505547196882	time (s) spent in epoch: 314.9865028858185
epoch: 26	train ppl: 23.812272501288035	val ppl: 176.0725907734989	best val: 105.68505547196882	time (s) spent in epoch: 310.33804726600647
epoch: 27	train ppl: 22.664898651699012	val ppl: 154.17504913552992	best val: 105.68505547196882	time (s) spent in epoch: 306.9814522266388
epoch: 28	train ppl: 21.621061019457876	val ppl: 184.60452987570133	best val: 105.68505547196882	time (s) spent in epoch: 310.2074887752533
epoch: 29	train ppl: 20.63279795543637	val ppl: 189.44411475229944	best val: 105.68505547196882	time (s) spent in epoch: 313.9527060985565
epoch: 30	train ppl: 19.684706183995008	val ppl: 233.9384566819176	best val: 105.68505547196882	time (s) spent in epoch: 314.5670793056488
epoch: 31	train ppl: 18.817356232194346	val ppl: 239.25895854393877	best val: 105.68505547196882	time (s) spent in epoch: 313.73717164993286
epoch: 32	train ppl: 18.03112317401161	val ppl: 203.20228556808598	best val: 105.68505547196882	time (s) spent in epoch: 317.1045844554901
epoch: 33	train ppl: 17.266356004220604	val ppl: 246.65737179170708	best val: 105.68505547196882	time (s) spent in epoch: 309.94368267059326
epoch: 34	train ppl: 16.542182173373117	val ppl: 252.1275247923603	best val: 105.68505547196882	time (s) spent in epoch: 311.780460357666
epoch: 35	train ppl: 15.877641792055412	val ppl: 256.0743915675569	best val: 105.68505547196882	time (s) spent in epoch: 313.6928482055664
epoch: 36	train ppl: 15.279456387186713	val ppl: 268.3759444229981	best val: 105.68505547196882	time (s) spent in epoch: 313.06763219833374
epoch: 37	train ppl: 14.714074856963874	val ppl: 273.23432853883077	best val: 105.68505547196882	time (s) spent in epoch: 305.53955721855164
epoch: 38	train ppl: 14.165942200479046	val ppl: 330.3838776901176	best val: 105.68505547196882	time (s) spent in epoch: 283.98293685913086
epoch: 39	train ppl: 13.664590384964136	val ppl: 206.85127103398204	best val: 105.68505547196882	time (s) spent in epoch: 285.1013298034668
