epoch: 0	train ppl: 345.5397034466734	val ppl: 184.39981130311645	best val: 184.39981130311645	time (s) spent in epoch: 231.76993870735168
epoch: 1	train ppl: 178.3956708307801	val ppl: 143.05142153620665	best val: 143.05142153620665	time (s) spent in epoch: 229.90343022346497
epoch: 2	train ppl: 134.65761760796374	val ppl: 129.84115609449893	best val: 129.84115609449893	time (s) spent in epoch: 227.88697242736816
epoch: 3	train ppl: 111.49941244906982	val ppl: 122.93192130012132	best val: 122.93192130012132	time (s) spent in epoch: 239.58431148529053
epoch: 4	train ppl: 97.14862833314088	val ppl: 119.78768175545763	best val: 119.78768175545763	time (s) spent in epoch: 243.77862644195557
epoch: 5	train ppl: 86.89661750925482	val ppl: 116.9891755881555	best val: 116.9891755881555	time (s) spent in epoch: 231.46440649032593
epoch: 6	train ppl: 79.43751053119885	val ppl: 114.640371274316	best val: 114.640371274316	time (s) spent in epoch: 234.6671109199524
epoch: 7	train ppl: 73.49800469577721	val ppl: 114.1767791603321	best val: 114.1767791603321	time (s) spent in epoch: 220.39588594436646
epoch: 8	train ppl: 69.08682491124962	val ppl: 115.24537756787669	best val: 114.1767791603321	time (s) spent in epoch: 225.5558774471283
epoch: 9	train ppl: 65.47744169056976	val ppl: 117.32146300664438	best val: 114.1767791603321	time (s) spent in epoch: 226.7104799747467
epoch: 10	train ppl: 62.50672487858561	val ppl: 117.32206666232123	best val: 114.1767791603321	time (s) spent in epoch: 228.95846152305603
epoch: 11	train ppl: 60.24374367123426	val ppl: 120.76489785658288	best val: 114.1767791603321	time (s) spent in epoch: 225.41761016845703
epoch: 12	train ppl: 58.25178344636214	val ppl: 120.41563308463988	best val: 114.1767791603321	time (s) spent in epoch: 223.19288754463196
epoch: 13	train ppl: 56.867390492106225	val ppl: 121.17723999651086	best val: 114.1767791603321	time (s) spent in epoch: 223.90178084373474
epoch: 14	train ppl: 55.48326971979869	val ppl: 124.00780893640002	best val: 114.1767791603321	time (s) spent in epoch: 226.59362411499023
epoch: 15	train ppl: 54.47644847479835	val ppl: 126.30256353894994	best val: 114.1767791603321	time (s) spent in epoch: 227.8732569217682
epoch: 16	train ppl: 53.698187329012534	val ppl: 126.0355052945058	best val: 114.1767791603321	time (s) spent in epoch: 226.52787518501282
epoch: 17	train ppl: 53.10100254480867	val ppl: 126.20177209639421	best val: 114.1767791603321	time (s) spent in epoch: 222.9090313911438
epoch: 18	train ppl: 52.66984743222927	val ppl: 128.7092113869683	best val: 114.1767791603321	time (s) spent in epoch: 222.90872812271118
epoch: 19	train ppl: 52.38605527834789	val ppl: 131.71256614088665	best val: 114.1767791603321	time (s) spent in epoch: 231.44884252548218
epoch: 20	train ppl: 52.30493550322874	val ppl: 131.6136016193908	best val: 114.1767791603321	time (s) spent in epoch: 237.058345079422
epoch: 21	train ppl: 52.31899115825526	val ppl: 132.06952130734072	best val: 114.1767791603321	time (s) spent in epoch: 237.14479756355286
epoch: 22	train ppl: 52.13020404767383	val ppl: 133.46833689455707	best val: 114.1767791603321	time (s) spent in epoch: 228.572003364563
epoch: 23	train ppl: 52.30232989805897	val ppl: 133.53262600701115	best val: 114.1767791603321	time (s) spent in epoch: 225.86310625076294
epoch: 24	train ppl: 52.44672006011068	val ppl: 135.36573274098117	best val: 114.1767791603321	time (s) spent in epoch: 230.43001556396484
epoch: 25	train ppl: 52.7908809302936	val ppl: 135.67403161060614	best val: 114.1767791603321	time (s) spent in epoch: 224.27505254745483
epoch: 26	train ppl: 52.95548503515701	val ppl: 138.25380943381433	best val: 114.1767791603321	time (s) spent in epoch: 229.64211702346802
epoch: 27	train ppl: 53.30445483130436	val ppl: 138.1992804929522	best val: 114.1767791603321	time (s) spent in epoch: 223.73997044563293
epoch: 28	train ppl: 53.65134377093584	val ppl: 137.30337531569683	best val: 114.1767791603321	time (s) spent in epoch: 229.0020797252655
epoch: 29	train ppl: 54.09692663102634	val ppl: 138.21022134087906	best val: 114.1767791603321	time (s) spent in epoch: 227.58907508850098
epoch: 30	train ppl: 54.41642847390046	val ppl: 139.68292818620233	best val: 114.1767791603321	time (s) spent in epoch: 220.98429083824158
epoch: 31	train ppl: 54.89783805463206	val ppl: 140.61304829179906	best val: 114.1767791603321	time (s) spent in epoch: 224.94156098365784
epoch: 32	train ppl: 55.56207953567867	val ppl: 139.4724216695308	best val: 114.1767791603321	time (s) spent in epoch: 227.75808310508728
epoch: 33	train ppl: 56.124775836874925	val ppl: 140.85153666273362	best val: 114.1767791603321	time (s) spent in epoch: 229.67733073234558
epoch: 34	train ppl: 56.55901470711304	val ppl: 140.53047391621072	best val: 114.1767791603321	time (s) spent in epoch: 233.46519088745117
epoch: 35	train ppl: 57.16726666398854	val ppl: 141.6476637365963	best val: 114.1767791603321	time (s) spent in epoch: 231.67076635360718
epoch: 36	train ppl: 57.80658941583986	val ppl: 141.11217197398113	best val: 114.1767791603321	time (s) spent in epoch: 225.00915002822876
epoch: 37	train ppl: 58.567817622601936	val ppl: 142.60341925352304	best val: 114.1767791603321	time (s) spent in epoch: 224.48514699935913
epoch: 38	train ppl: 58.84867450615582	val ppl: 144.0381749719484	best val: 114.1767791603321	time (s) spent in epoch: 227.12738800048828
epoch: 39	train ppl: 59.94367866797137	val ppl: 143.88036245217725	best val: 114.1767791603321	time (s) spent in epoch: 222.13930416107178
